regimen,alternate_name,regimen_type,cancers
CHOP-14,I/CHOP,Untreated,Adult_T-cell_leukemia-lymphoma
CHOP-14,CHOP/14,Untreated,Adult_T-cell_leukemia-lymphoma
CHOP-AL,CHOP-AL,"Untreated, non-randomized or retrospective data",Peripheral_T-cell_lymphoma
CHOP-AL,CHOPAL,"Untreated, non-randomized or retrospective data",Peripheral_T-cell_lymphoma
CHOP-AL,CHOPC,"Untreated, non-randomized or retrospective data",Peripheral_T-cell_lymphoma
CHOP-AL,CHOP/C,"Untreated, non-randomized or retrospective data",Peripheral_T-cell_lymphoma
CHOP-AL,CHOP-C,"Untreated, non-randomized or retrospective data",Peripheral_T-cell_lymphoma
CHOP-AL,CHOP/AL,"Untreated, non-randomized or retrospective data",Peripheral_T-cell_lymphoma
CHUT,CHUT,"High dose therapy conditioning regimens, all lines of therapy",Autologous_HSCT
CIA,CIA,"Upfront induction therapy, standard and older ""fit"" patients",Acute_myeloid_leukemia
CIM,CIM,Adjuvant therapy,Endometrial_cancer
CISCA,CISCA,"Locally advanced or metastatic disease, first-line",Bladder_cancer
CLAG,CLAG,"Relapsed or refractory, salvage therapy",Acute_myeloid_leukemia
CLAG-M,CLAGM,"Relapsed or refractory, salvage therapy",Acute_myeloid_leukemia
CLAG-M,CLAG-M,"Relapsed or refractory, salvage therapy",Acute_myeloid_leukemia
CLAG-M,CLAG/M,"Relapsed or refractory, salvage therapy",Acute_myeloid_leukemia
CLARA,CLARA,Consolidation after upfront therapy,Acute_myeloid_leukemia
CLF,PLF,Neoadjuvant induction therapy,"Esophageal_cancer,Gastric_cancer"
CLF,CLF,Neoadjuvant induction therapy,"Esophageal_cancer,Gastric_cancer"
CMC,CMC,"First-line therapy, randomized data",Chronic_lymphocytic_leukemia_(CLLSLL)
CMED,CMED,"Untreated, randomized data",Peripheral_T-cell_lymphoma
CMF,CMF,Adjuvant chemotherapy,Breast_cancer_triple_negative
CODOX-M,CODOXM,Upfront therapy,HIV-associated_lymphoma
CODOX-M,CODOX-M,Upfront therapy,HIV-associated_lymphoma
CODOX-M,CODOX/M,Upfront therapy,HIV-associated_lymphoma
CODOX-M/IVAC,CODOX-M/IVAC,Upfront therapy,HIV-associated_lymphoma
COPDAC,COPDAC,Consolidation after upfront therapy,Hodgkin_lymphoma
CPD,CPD,"Relapsed or refractory, non-randomized or retrospective data",Multiple_myeloma_relapsedrefractory
CPD,KPD,"Relapsed or refractory, non-randomized or retrospective data",Multiple_myeloma_relapsedrefractory
CPR,CPR,"First-line therapy (including transplant ineligible), randomized data","Multiple_myeloma_relapsedrefractory,Multiple_myeloma_induction"
CPX-351 monotherapy,CPX-351 monotherapy,"First-line induction therapy, older or ""unfit"" patients",Acute_myeloid_leukemia
CPX-351 monotherapy,CPX/351,"First-line induction therapy, older or ""unfit"" patients",Acute_myeloid_leukemia
CPX-351 monotherapy,CPX351,"First-line induction therapy, older or ""unfit"" patients",Acute_myeloid_leukemia
CPX-351 monotherapy,CPX-351,"First-line induction therapy, older or ""unfit"" patients",Acute_myeloid_leukemia
CRD (Cyclophosphamide),CRD (Cyclophosphamide),"Relapsed or refractory, non-randomized or retrospective data",Multiple_myeloma_relapsedrefractory
CRD (Cyclophosphamide),CRD,"Relapsed or refractory, non-randomized or retrospective data",Multiple_myeloma_relapsedrefractory
CRd (Carfilzomib),KRd,"Relapsed or refractory, randomized data",Multiple_myeloma_relapsedrefractory
CRd (Carfilzomib),CRd (Carfilzomib),"Relapsed or refractory, randomized data",Multiple_myeloma_relapsedrefractory
CRd (Carfilzomib),CRd,"Relapsed or refractory, randomized data",Multiple_myeloma_relapsedrefractory
CRd (Cyclophosphamide),CRd (Cyclophosphamide),First-line therapy (including transplant ineligible),Light-chain_(AL)_amyloidosis
CRd (Cyclophosphamide),RdC,First-line therapy (including transplant ineligible),Light-chain_(AL)_amyloidosis
CRd (Cyclophosphamide),LDC,First-line therapy (including transplant ineligible),Light-chain_(AL)_amyloidosis
CRd (Cyclophosphamide),CRd,First-line therapy (including transplant ineligible),Light-chain_(AL)_amyloidosis
CTCb,CTCb,"High dose therapy conditioning regimens, all lines of therapy",Autologous_HSCT
CTD,CTD,First-line therapy (including transplant ineligible),"Multiple_myeloma_relapsedrefractory,Multiple_myeloma_induction,Light-chain_(AL)_amyloidosis"
CVAD,CVAD,"First-line therapy (including transplant ineligible), randomized data",Multiple_myeloma_induction
CVD (Vinblastine),CVD (Vinblastine),Metastatic or unresectable disease,Melanoma
CVD (Vinblastine),CVD,Metastatic or unresectable disease,Melanoma
CVD (Vindesine),CVD (Vindesine),Metastatic or unresectable disease,Melanoma
CVD (Vindesine),CVD,Metastatic or unresectable disease,Melanoma
CVP,CVP,"First-line therapy, pre-phase",Mantle_cell_lymphoma
CX,CX,Neoadjuvant induction therapy,"Esophageal_cancer,Gastric_cancer"
CX & Trastuzumab,CX+Trastuzumab,Metastatic or locally advanced disease (non-radiation/surgery candidate),"Esophageal_cancer,Gastric_cancer"
CX & Trastuzumab,CX + Trastuzumab,Metastatic or locally advanced disease (non-radiation/surgery candidate),"Esophageal_cancer,Gastric_cancer"
CX & Trastuzumab,CX/Trastuzumab,Metastatic or locally advanced disease (non-radiation/surgery candidate),"Esophageal_cancer,Gastric_cancer"
CX & Trastuzumab,CX & Trastuzumab,Metastatic or locally advanced disease (non-radiation/surgery candidate),"Esophageal_cancer,Gastric_cancer"
CX & Trastuzumab,CX / Trastuzumab,Metastatic or locally advanced disease (non-radiation/surgery candidate),"Esophageal_cancer,Gastric_cancer"
CX & Trastuzumab,CX  and  Trastuzumab,Metastatic or locally advanced disease (non-radiation/surgery candidate),"Esophageal_cancer,Gastric_cancer"
CX & Trastuzumab,CX and Trastuzumab,Metastatic or locally advanced disease (non-radiation/surgery candidate),"Esophageal_cancer,Gastric_cancer"
CX-C,CX/C,Metastatic or locally advanced disease (non-radiation/surgery candidate),Esophageal_cancer
CX-C,CXC,Metastatic or locally advanced disease (non-radiation/surgery candidate),Esophageal_cancer
CX-C,CX-C,Metastatic or locally advanced disease (non-radiation/surgery candidate),Esophageal_cancer
CYM,CYM,"Upfront therapy, randomized data",CNS_lymphoma
CYVE,CYVE,Consolidation after salvage therapy,"CNS_lymphoma,Autologous_HSCT,Acute_myeloid_leukemia"
CYVE & G-CSF,CYVE + G-CSF,"Stem cell mobilization, all lines of therapy",Stem_cell_mobilization
CYVE & G-CSF,CYVE & G-CSF,"Stem cell mobilization, all lines of therapy",Stem_cell_mobilization
CYVE & G-CSF,CYVE and G-CSF,"Stem cell mobilization, all lines of therapy",Stem_cell_mobilization
CYVE & G-CSF,CYVE/G-CSF,"Stem cell mobilization, all lines of therapy",Stem_cell_mobilization
CYVE & G-CSF,CYVE / G-CSF,"Stem cell mobilization, all lines of therapy",Stem_cell_mobilization
CYVE & G-CSF,CYVE  and  G-CSF,"Stem cell mobilization, all lines of therapy",Stem_cell_mobilization
CYVE & G-CSF,CYVE+G-CSF,"Stem cell mobilization, all lines of therapy",Stem_cell_mobilization
CaRD,CaRD,"First-line therapy, non-randomized or retrospective data",Waldenstrom_macroglobulinemia
Cabozantinib & Erlotinib,Cabozantinib & Erlotinib,"Advanced or metastatic disease, subsequent lines of therapy",Non-small_cell_lung_cancer
Cabozantinib monotherapy,Cabozantinib monotherapy,Subsequent lines of therapy,"Hepatocellular_carcinoma,Non-small_cell_lung_cancer,Renal_cell_carcinoma,Thyroid_cancer,Prostate_cancer"
CapeOx,XELOX,Adjuvant therapy,"Hepatocellular_carcinoma,Colon_cancer,Gastric_cancer,Esophageal_cancer,Rectal_cancer,Pancreatic_cancer"
CapeOx,CapeOX,Adjuvant therapy,"Hepatocellular_carcinoma,Colon_cancer,Gastric_cancer,Esophageal_cancer,Rectal_cancer,Pancreatic_cancer"
CapeOx,CAPOX,Adjuvant therapy,"Hepatocellular_carcinoma,Colon_cancer,Gastric_cancer,Esophageal_cancer,Rectal_cancer,Pancreatic_cancer"
CapeOx,CapeOx,Adjuvant therapy,"Hepatocellular_carcinoma,Colon_cancer,Gastric_cancer,Esophageal_cancer,Rectal_cancer,Pancreatic_cancer"
CapeOx & Bevacizumab,CapeOx/Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,CapeOx+Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,XELOX  and  Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,CapeOX+Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,XELOX+Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,XELOX/Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,XELOX + Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,XELOX & Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,CapeOX + Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,XELOX and Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,CapeOx and Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,CapeOx  and  Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,CapeOX and Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,CapeOX  and  Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,CapeOx / Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,CAPOX-B,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,XELOX / Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,CapeOx & Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,CAPOXB,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,CAPOX/B,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,CapeOX & Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,CapeOX/Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,CapeOX / Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Bevacizumab,CapeOx + Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
CapeOx & Panitumumab,CapeOx and Panitumumab,"Advanced or metastatic disease, first-line",Colon_cancer_KRAS_wild-type
CapeOx & Panitumumab,CapeOx  and  Panitumumab,"Advanced or metastatic disease, first-line",Colon_cancer_KRAS_wild-type
CapeOx & Panitumumab,CapeOx / Panitumumab,"Advanced or metastatic disease, first-line",Colon_cancer_KRAS_wild-type
CapeOx & Panitumumab,CapeOx & Panitumumab,"Advanced or metastatic disease, first-line",Colon_cancer_KRAS_wild-type
CapeOx & Panitumumab,CapeOx+Panitumumab,"Advanced or metastatic disease, first-line",Colon_cancer_KRAS_wild-type
CapeOx & Panitumumab,CapeOx + Panitumumab,"Advanced or metastatic disease, first-line",Colon_cancer_KRAS_wild-type
CapeOx & Panitumumab,CapeOx/Panitumumab,"Advanced or metastatic disease, first-line",Colon_cancer_KRAS_wild-type
"CapeOx, Cetuximab, RT","CapeOX, Cetuximab, RT",Neoadjuvant therapy,Rectal_cancer
"CapeOx, Cetuximab, RT","CapeOx, Cetuximab, RT",Neoadjuvant therapy,Rectal_cancer
Capecitabine & Bevacizumab,Capecitabine & Bevacizumab,"Advanced or metastatic disease, first-line","Hepatocellular_carcinoma,Colon_cancer"
Capecitabine & Erlotinib,Capecitabine & Erlotinib,"Metastatic disease, refractory",Pancreatic_cancer
Capecitabine & Gemcitabine,Capecitabine & Gemcitabine,Adjuvant therapy,"Cholangiocarcinoma,Pancreatic_cancer,Thymoma"
Capecitabine & Gemcitabine,GemCap,Adjuvant therapy,"Cholangiocarcinoma,Pancreatic_cancer,Thymoma"
Capecitabine & Ixabepilone,Capecitabine & Ixabepilone,"Metastatic disease, subsequent lines of therapy",Breast_cancer_triple_negative
Capecitabine & Lapatinib,Capecitabine & Lapatinib,"Breast cancer, HER2-positive, all lines of therapy",CNS_carcinoma
Capecitabine & Mitomycin,Capecitabine & Mitomycin,"Metastatic disease, all lines of therapy",Cholangiocarcinoma
Capecitabine & RT,Capecitabine  and  RT,Neoadjuvant therapy,Rectal_cancer
Capecitabine & RT,Capecitabine/RT,Neoadjuvant therapy,Rectal_cancer
Capecitabine & RT,Capecitabine and RT,Neoadjuvant therapy,Rectal_cancer
Capecitabine & RT,Capecitabine & RT,Neoadjuvant therapy,Rectal_cancer
Capecitabine & RT,Capecitabine+RT,Neoadjuvant therapy,Rectal_cancer
Capecitabine & RT,Capecitabine / RT,Neoadjuvant therapy,Rectal_cancer
Capecitabine & RT,Capecitabine + RT,Neoadjuvant therapy,Rectal_cancer
Capecitabine & Temozolomide,Capecitabine & Temozolomide,All lines of therapy,Pancreatic_NET
Capecitabine & Trastuzumab,Capecitabine & Trastuzumab,"Breast cancer, HER2-positive, all lines of therapy",CNS_carcinoma
Capecitabine monotherapy,Capecitabine monotherapy,Adjuvant chemotherapy,"Hepatocellular_carcinoma,Colon_cancer,Gastric_cancer,Cholangiocarcinoma,Breast_cancer,Rectal_cancer,Pancreatic_cancer"
"Capecitabine, Carboplatin, Paclitaxel, RT","Capecitabine, Carboplatin, Paclitaxel, RT",Neoadjuvant chemoradiotherapy,Esophageal_cancer
"Capecitabine, Cisplatin, RT","Capecitabine, Cisplatin, RT",Neoadjuvant chemoradiotherapy,Esophageal_cancer
"Capecitabine, Docetaxel, Oxaliplatin, RT","Capecitabine, Docetaxel, Oxaliplatin, RT",Neoadjuvant chemoradiotherapy,Esophageal_cancer
"Capecitabine, Docetaxel, RT","Capecitabine, Docetaxel, RT",Neoadjuvant chemoradiotherapy,Esophageal_cancer
"Capecitabine, Mitomycin, RT","Capecitabine, Mitomycin, RT",Definitive chemoradiotherapy for locally advanced disease,Anal_cancer
"Capecitabine, Oxaliplatin, RT","Capecitabine, Oxaliplatin, RT",Neoadjuvant chemoradiotherapy,Esophageal_cancer
"Capecitabine, Paclitaxel, RT","Capecitabine, Paclitaxel, RT",Neoadjuvant chemoradiotherapy,Esophageal_cancer
"Capecitabine, Sorafenib, RT","Capecitabine, Sorafenib, RT",Neoadjuvant therapy,Rectal_cancer
"Capecitabine, then Capecitabine & RT, then Capecitabine","Capecitabine, then Capecitabine & RT, then Capecitabine",Adjuvant chemoradiotherapy,Rectal_cancer
Carboplatin & Bevacizumab,Carboplatin & Bevacizumab,"Recurrent disease, salvage therapy","Anaplastic_glioma,Glioblastoma"
Carboplatin & Docetaxel,Carboplatin & Docetaxel,All lines of therapy,"Adenocarcinoma_of_unknown_primary,Non-small_cell_lung_cancer,Ovarian_cancer,Cervical_cancer,Prostate_cancer,Head_and_neck_cancer,Breast_cancer_triple_negative"
Carboplatin & Doxorubicin liposomal,Carboplatin & Doxorubicin liposomal,"Chemotherapy for advanced, recurrent, or metastatic disease","Ovarian_cancer,Endometrial_cancer"
Carboplatin & Etoposide,Carboplatin & Etoposide,"Advanced or metastatic disease, first-line","Non-small_cell_lung_cancer,Small_cell_lung_cancer"
"Carboplatin & Etoposide, then auto HSCT",TI/CE,Consolidation after salvage therapy,Testicular_cancer
"Carboplatin & Etoposide, then auto HSCT",TICE,Consolidation after salvage therapy,Testicular_cancer
"Carboplatin & Etoposide, then auto HSCT","Carboplatin & Etoposide, then auto HSCT",Consolidation after salvage therapy,Testicular_cancer
"Carboplatin & Etoposide, then auto HSCT",TI-CE,Consolidation after salvage therapy,Testicular_cancer
Carboplatin & Fluorouracil,Carboplatin & Fluorouracil,"Recurrent or metastatic disease, first-line therapy",Head_and_neck_cancer
Carboplatin & Gemcitabine,Carboplatin & Gemcitabine,"Metastatic disease, first-line therapy","Ovarian_cancer,Breast_cancer_triple_negative,Non-small_cell_lung_cancer"
Carboplatin & Gemcitabine/Erlotinib,Carboplatin & Gemcitabine/Erlotinib,"Advanced or metastatic disease, EGFR inhibitor-naive",Non-small_cell_lung_cancer_EGFR-mutated
Carboplatin & Ifosfamide,Carboplatin & Ifosfamide,Adjuvant therapy,Cervical_cancer
Carboplatin & Irinotecan,Carboplatin & Irinotecan,"Extensive stage, induction",Small_cell_lung_cancer
Carboplatin & Paclitaxel,Carboplatin & Paclitaxel,All lines of therapy,"Adenocarcinoma_of_unknown_primary,Non-small_cell_lung_cancer,Gastric_cancer,Ovarian_cancer,Bladder_cancer,Cervical_cancer,Endometrial_cancer,Esophageal_cancer,Prostate_cancer,Breast_cancer_triple_negative,Thymoma,Melanoma"
Carboplatin & Pemetrexed,Carboplatin & Pemetrexed,"Advanced or metastatic disease, first-line therapy","Non-small_cell_lung_cancer,Mesothelioma"
Carboplatin & RT,Carboplatin / RT,Definitive chemoradiotherapy for locally advanced disease,"Head_and_neck_cancer,Nasopharyngeal_carcinoma,Cervical_cancer,Non-small_cell_lung_cancer"
Carboplatin & RT,Carboplatin+RT,Definitive chemoradiotherapy for locally advanced disease,"Head_and_neck_cancer,Nasopharyngeal_carcinoma,Cervical_cancer,Non-small_cell_lung_cancer"
Carboplatin & RT,Carboplatin + RT,Definitive chemoradiotherapy for locally advanced disease,"Head_and_neck_cancer,Nasopharyngeal_carcinoma,Cervical_cancer,Non-small_cell_lung_cancer"
Carboplatin & RT,Carboplatin & RT,Definitive chemoradiotherapy for locally advanced disease,"Head_and_neck_cancer,Nasopharyngeal_carcinoma,Cervical_cancer,Non-small_cell_lung_cancer"
Carboplatin & RT,Carboplatin and RT,Definitive chemoradiotherapy for locally advanced disease,"Head_and_neck_cancer,Nasopharyngeal_carcinoma,Cervical_cancer,Non-small_cell_lung_cancer"
Carboplatin & RT,Carboplatin  and  RT,Definitive chemoradiotherapy for locally advanced disease,"Head_and_neck_cancer,Nasopharyngeal_carcinoma,Cervical_cancer,Non-small_cell_lung_cancer"
Carboplatin & RT,Carboplatin/RT,Definitive chemoradiotherapy for locally advanced disease,"Head_and_neck_cancer,Nasopharyngeal_carcinoma,Cervical_cancer,Non-small_cell_lung_cancer"
Carboplatin & Teniposide,Carboplatin & Teniposide,"Recurrent or progressive, non-curative therapy",Low-grade_glioma
Carboplatin & Vincristine,Carboplatin & Vincristine,Adjuvant therapy,Low-grade_glioma
Carboplatin & Vinorelbine,Carboplatin & Vinorelbine,"Advanced or metastatic disease, first-line",Non-small_cell_lung_cancer
Carboplatin & nab-Paclitaxel,Carboplatin & nab-Paclitaxel,Neoadjuvant chemotherapy,"Breast_cancer_triple_negative,Non-small_cell_lung_cancer,Melanoma"
Carboplatin monotherapy,Carboplatin monotherapy,"Persistent, recurrent, or metastatic disease, first-line therapy","Ovarian_cancer,Cervical_cancer,Testicular_cancer,Low-grade_glioma,Endometrial_cancer"
"Carboplatin, Cyclophosphamide, Etoposide, Methotrexate, Vincristine","Carboplatin, Cyclophosphamide, Etoposide, Methotrexate, Vincristine",Adjuvant therapy,Medulloblastoma
"Carboplatin, Docetaxel, Fluorouracil","Carboplatin, Docetaxel, Fluorouracil",Metastatic or locally advanced disease (non-radiation/surgery candidate),Esophageal_cancer
"Carboplatin, Etoposide, Bevacizumab","Carboplatin, Etoposide, Bevacizumab","Extensive stage, induction",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT",EP  and  RT,"Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT","Carboplatin, Etoposide, RT","Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT",EP+RT,"Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT",EP / RT,"Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT",EP/RT,"Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT",EP & RT,"Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT",EP + RT,"Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT",EP and RT,"Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Etoposide, RT",EPRT,"Limited stage, definitive chemoradiotherapy",Small_cell_lung_cancer
"Carboplatin, Fluorouracil, Cetuximab","Carboplatin, Fluorouracil, Cetuximab","Recurrent or metastatic disease, first-line therapy",Head_and_neck_cancer
"Carboplatin, Fluorouracil, Cetuximab, RT","Carboplatin, Fluorouracil, Cetuximab, RT","Locally advanced disease, definitive therapy",Head_and_neck_cancer
"Carboplatin, Fluorouracil, RT","Carboplatin, Fluorouracil, RT",Neoadjuvant chemoradiotherapy,"Esophageal_cancer,Head_and_neck_cancer"
"Carboplatin, Gemcitabine, Bevacizumab","Carboplatin, Gemcitabine, Bevacizumab","Second-line therapy for relapsed or recurrent disease, platinum-sensitive",Ovarian_cancer
"Carboplatin, Olaparib, Paclitaxel","Carboplatin, Olaparib, Paclitaxel","Second-line therapy for relapsed or recurrent disease, platinum-sensitive",Ovarian_cancer
"Carboplatin, Paclitaxel, Bevacizumab",B / CP,"Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Bevacizumab",B&CP,"Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Bevacizumab","Carboplatin, Paclitaxel, Bevacizumab","Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Bevacizumab",B+CP,"Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Bevacizumab",PacCBev,"Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Bevacizumab",B & CP,"Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Bevacizumab",B/CP,"Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Bevacizumab",B and CP,"Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Bevacizumab",BCP,"Advanced or metastatic disease, first-line","Ovarian_cancer,Non-small_cell_lung_cancer"
"Carboplatin, Paclitaxel, Pembrolizumab","Carboplatin, Paclitaxel, Pembrolizumab","Advanced or metastatic disease, first-line, squamous",Non-small_cell_lung_cancer
"Carboplatin, Paclitaxel, RT","Carboplatin, Paclitaxel, RT",Neoadjuvant chemoradiotherapy,"Esophageal_cancer,Non-small_cell_lung_cancer,Head_and_neck_cancer"
"Carboplatin, Pemetrexed, Bevacizumab","Carboplatin, Pemetrexed, Bevacizumab","Advanced or metastatic disease, first-line, nonsquamous",Non-small_cell_lung_cancer
"Carboplatin, Pemetrexed, Bevacizumab",PemCBev,"Advanced or metastatic disease, first-line, nonsquamous",Non-small_cell_lung_cancer
"Carboplatin, Vinorelbine, RT","Carboplatin, Vinorelbine, RT",Definitive therapy for locally advanced disease,Non-small_cell_lung_cancer
"Carboplatin, nab-Paclitaxel, Pembrolizumab","Carboplatin, nab-Paclitaxel, Pembrolizumab","Advanced or metastatic disease, first-line, squamous",Non-small_cell_lung_cancer
Carfilzomib & Dexamethasone,Carfilzomib & Dexamethasone,"Relapsed or refractory, randomized data",Multiple_myeloma_relapsedrefractory
Carfilzomib & Panobinostat,Carfilzomib & Panobinostat,"Relapsed or refractory, non-randomized or retrospective data",Multiple_myeloma_relapsedrefractory
Carfilzomib monotherapy,Carfilzomib monotherapy,"Relapsed or refractory, randomized data",Multiple_myeloma_relapsedrefractory
Carmustine & RT,BCNURT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,Carmustine + RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,Carmustine and RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,Carmustine+RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,BCNU+RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,Carmustine  and  RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,Carmustine / RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,BCNU and RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,Carmustine & RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,BCNU / RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,BCNU + RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,BCNU  and  RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,Carmustine/RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,BCNU & RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine & RT,BCNU/RT,"Adjuvant therapy, standard patients",Glioblastoma
Carmustine monotherapy,Carmustine monotherapy,Adjuvant therapy,"Anaplastic_glioma,Glioblastoma"
Cemiplimab monotherapy,Cemiplimab monotherapy,"Advanced or metastatic disease, all lines of therapy",Cutaneous_squamous_cell_carcinoma
Ceritinib monotherapy,Ceritinib monotherapy,"Non-small cell lung cancer, ALK-mutated, all lines of therapy","Non-small_cell_lung_cancer_ROS1-positive,Non-small_cell_lung_cancer_ALK-positive,CNS_carcinoma"
Cetuximab & RT,Cetuximab and RT,"Locally advanced disease, definitive therapy",Head_and_neck_cancer
Cetuximab & RT,Cetuximab / RT,"Locally advanced disease, definitive therapy",Head_and_neck_cancer
Cetuximab & RT,Cetuximab+RT,"Locally advanced disease, definitive therapy",Head_and_neck_cancer
Cetuximab & RT,Cetuximab/RT,"Locally advanced disease, definitive therapy",Head_and_neck_cancer
Cetuximab & RT,Cetuximab & RT,"Locally advanced disease, definitive therapy",Head_and_neck_cancer
Cetuximab & RT,Cetuximab  and  RT,"Locally advanced disease, definitive therapy",Head_and_neck_cancer
Cetuximab & RT,Cetuximab + RT,"Locally advanced disease, definitive therapy",Head_and_neck_cancer
Cetuximab monotherapy,Cetuximab monotherapy,Maintenance after first-line therapy,"Cutaneous_squamous_cell_carcinoma,Colon_cancer_KRAS_wild-type,Esophageal_cancer,Head_and_neck_cancer"
Chidamide monotherapy,Chidamide monotherapy,"Relapsed or refractory, non-randomized or retrospective data",Peripheral_T-cell_lymphoma
ChlVPP,ChlVPP,"Untreated, elderly",Hodgkin_lymphoma
ChlVPP/EVA,ChlVPP/EVA,"Untreated, elderly",Hodgkin_lymphoma
Chlorambucil & Obinutuzumab,Chlorambucil & Obinutuzumab,"First-line therapy, randomized data",Chronic_lymphocytic_leukemia_(CLLSLL)
